Manin00g000010.1	IPR036610	PEBP-like superfamily
Manin05g007630.2	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
Manin05g007630.2	IPR036322	WD40-repeat-containing domain superfamily
Manin05g007640.1	IPR006813	Glycosyl transferase, family 17
Manin05g007650.1	IPR000270	PB1 domain
Manin05g007650.1	IPR033389	AUX/IAA domain
Manin05g007660.1	IPR000195	Rab-GTPase-TBC domain
Manin05g007660.1	IPR021935	Small G protein signalling modulator 1/2, Rab-binding domain
Manin05g007660.1	IPR035969	Rab-GTPase-TBC domain superfamily
Manin05g007670.1	IPR018108	Mitochondrial substrate/solute carrier
Manin05g007670.1	IPR023395	Mitochondrial carrier domain superfamily
Manin05g007680.1	IPR000048	IQ motif, EF-hand binding site
Manin05g007690.1	IPR001128	Cytochrome P450
Manin05g007690.1	IPR036396	Cytochrome P450 superfamily
Manin05g007700.1	IPR001128	Cytochrome P450
Manin05g007700.1	IPR036396	Cytochrome P450 superfamily
Manin05g007710.1	IPR000232	Heat shock factor (HSF)-type, DNA-binding
Manin05g007710.1	IPR036390	Winged helix DNA-binding domain superfamily
Manin05g007720.1	IPR002109	Glutaredoxin
Manin05g007720.1	IPR011905	Glutaredoxin-like, plant II
Manin05g007720.1	IPR036249	Thioredoxin-like superfamily
Manin05g007730.1	IPR018108	Mitochondrial substrate/solute carrier
Manin05g007730.1	IPR023395	Mitochondrial carrier domain superfamily
Manin05g007740.1	IPR013087	Zinc finger C2H2-type
Manin05g007740.1	IPR022755	Zinc finger, double-stranded RNA binding
Manin05g007740.1	IPR036236	Zinc finger C2H2 superfamily
Manin05g007750.1	IPR000642	Peptidase M41
Manin05g007750.1	IPR003959	ATPase, AAA-type, core
Manin05g007750.1	IPR005936	Peptidase, FtsH
Manin05g007750.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin05g007750.1	IPR037219	Peptidase M41-like
Manin05g007750.1	IPR041569	AAA ATPase, AAA+ lid domain
Manin05g007760.1	IPR022742	Serine aminopeptidase, S33
Manin05g007760.1	IPR029058	Alpha/Beta hydrolase fold
Manin05g007770.1	IPR001509	NAD-dependent epimerase/dehydratase
Manin05g007770.1	IPR001950	SUI1 domain
Manin05g007770.1	IPR036291	NAD(P)-binding domain superfamily
Manin05g007770.1	IPR036877	SUI1 domain superfamily
Manin05g007780.1	IPR001199	Cytochrome b5-like heme/steroid binding domain
Manin05g007780.1	IPR005804	Fatty acid desaturase domain
Manin05g007780.1	IPR036400	Cytochrome b5-like heme/steroid binding domain superfamily
Manin05g007790.1	IPR000719	Protein kinase domain
Manin05g007790.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin05g007790.1	IPR001611	Leucine-rich repeat
Manin05g007790.1	IPR011009	Protein kinase-like domain superfamily
Manin05g007790.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin05g007800.1	IPR004864	Late embryogenesis abundant protein, LEA_2 subgroup
Manin05g007810.1	IPR008901	Alkaline ceramidase
Manin05g007820.1	IPR008480	Protein of unknown function DUF761, plant
Manin05g007820.1	IPR025520	Domain of unknown function DUF4408
Manin05g007830.1	IPR003689	Zinc/iron permease
Manin05g007830.1	IPR004698	Zinc/iron permease, fungal/plant
Manin05g007840.1	IPR000679	Zinc finger, GATA-type
Manin05g007850.1	IPR003437	Glycine dehydrogenase (decarboxylating)
Manin05g007850.1	IPR015424	Pyridoxal phosphate-dependent transferase
Manin05g007850.1	IPR020581	Glycine cleavage system P protein
Manin05g007860.1	IPR000719	Protein kinase domain
Manin05g007860.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin05g007860.1	IPR011009	Protein kinase-like domain superfamily
Manin05g007860.2	IPR000719	Protein kinase domain
Manin05g007860.2	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin05g007860.2	IPR011009	Protein kinase-like domain superfamily
Manin05g007870.1	IPR008496	TMEM222/RTE1
Manin05g007880.1	IPR002048	EF-hand domain
Manin05g007880.1	IPR011992	EF-hand domain pair
Manin05g007890.1	IPR023696	Ureohydrolase domain superfamily
Manin05g007890.1	IPR023801	Histone deacetylase domain
Manin05g007900.1	IPR001005	SANT/Myb domain
Manin05g007900.1	IPR001878	Zinc finger, CCHC-type
Manin05g007900.1	IPR006447	Myb domain, plants
Manin05g007900.1	IPR009057	Homeobox-like domain superfamily
Manin05g007900.1	IPR017930	Myb domain
Manin05g007910.1	IPR019587	Polyketide cyclase/dehydrase
Manin05g007920.1	IPR001356	Homeobox domain
Manin05g007920.1	IPR006563	POX domain
Manin05g007920.1	IPR008422	Homeobox KN domain
Manin05g007920.1	IPR009057	Homeobox-like domain superfamily
Manin05g007930.1	IPR004142	NDRG
Manin05g007930.1	IPR029058	Alpha/Beta hydrolase fold
Manin05g007950.1	IPR001680	WD40 repeat
Manin05g007950.1	IPR036322	WD40-repeat-containing domain superfamily
Manin05g007950.2	IPR001680	WD40 repeat
Manin05g007950.2	IPR036322	WD40-repeat-containing domain superfamily
Manin05g007960.1	IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit
Manin05g007960.1	IPR006138	NADH-ubiquinone oxidoreductase, 20 Kd subunit
Manin05g007970.1	IPR004088	K Homology domain, type 1
Manin05g007970.1	IPR036612	K Homology domain, type 1 superfamily
Manin05g007980.1	IPR001015	Ferrochelatase
Manin05g008000.1	IPR013885	Protein of unknown function DUF1764, eukaryotic
Manin05g008000.1	IPR015424	Pyridoxal phosphate-dependent transferase
Manin05g008000.1	IPR039429	Serine hydroxymethyltransferase-like domain
Manin05g008010.1	IPR008979	Galactose-binding-like domain superfamily
Manin05g008010.1	IPR010400	PITH domain
Manin05g008020.1	IPR036465	von Willebrand factor A-like domain superfamily
Manin05g008030.1	IPR001932	PPM-type phosphatase domain
Manin05g008030.1	IPR036457	PPM-type phosphatase domain superfamily
Manin05g008040.1	IPR019385	Phosphorylated adapter RNA export protein, RNA-binding domain
Manin05g008050.1	IPR001096	Peptidase C13, legumain
Manin05g008060.1	IPR013170	mRNA splicing factor Cwf21 domain
Manin05g008070.1	IPR012438	Protein of unknown function DUF1639
Manin05g008080.1	IPR003406	Glycosyl transferase, family 14
Manin05g008090.1	IPR008584	CXXC motif containing zinc binding protein, eukaryotic
Manin05g008100.1	IPR004314	Neprosin
Manin05g008100.1	IPR025521	Neprosin activation peptide
Manin05g008110.1	IPR008942	ENTH/VHS
Manin05g008110.1	IPR013809	ENTH  domain
Manin05g008120.1	IPR001005	SANT/Myb domain
Manin05g008120.1	IPR009057	Homeobox-like domain superfamily
Manin05g008120.1	IPR017930	Myb domain
Manin05g008130.1	IPR000571	Zinc finger, CCCH-type
Manin05g008150.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin05g008160.1	IPR000136	Oleosin
Manin05g008170.1	IPR000719	Protein kinase domain
Manin05g008170.1	IPR011009	Protein kinase-like domain superfamily
Manin05g008180.1	IPR000023	Phosphofructokinase domain
Manin05g008180.1	IPR035966	Phosphofructokinase superfamily
Manin05g008190.1	IPR007599	Derlin
Manin05g008190.1	IPR035952	Rhomboid-like superfamily
Manin05g008200.1	IPR005455	Profilin
Manin05g008200.1	IPR036140	Profilin superfamily
Manin05g008210.1	IPR005050	Early nodulin 93 ENOD93 protein
Manin05g008220.1	IPR002934	Polymerase, nucleotidyl transferase domain
Manin05g008220.1	IPR007010	Poly(A) polymerase, RNA-binding domain
Manin05g008220.1	IPR007012	Poly(A) polymerase, central domain
Manin05g008220.1	IPR011068	Nucleotidyltransferase, class I-like, C-terminal
Manin05g008220.1	IPR043519	Nucleotidyltransferase superfamily
Manin05g008230.1	IPR000719	Protein kinase domain
Manin05g008230.1	IPR001611	Leucine-rich repeat
Manin05g008230.1	IPR011009	Protein kinase-like domain superfamily
Manin05g008230.1	IPR013057	Amino acid transporter, transmembrane domain
Manin05g008230.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin05g008240.1	IPR007010	Poly(A) polymerase, RNA-binding domain
Manin05g008240.1	IPR011068	Nucleotidyltransferase, class I-like, C-terminal
Manin05g008250.1	IPR000270	PB1 domain
Manin05g008250.1	IPR033389	AUX/IAA domain
Manin05g008260.1	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain
Manin05g008260.1	IPR036641	HPT domain superfamily
Manin05g008270.1	IPR002305	Aminoacyl-tRNA synthetase, class Ic
Manin05g008280.1	IPR003111	Lon, substrate-binding domain
Manin05g008280.1	IPR004910	Yippee/Mis18/Cereblon
Manin05g008280.1	IPR015947	PUA-like superfamily
Manin05g008280.1	IPR034750	CULT domain
Manin05g008290.1	IPR012301	Malic enzyme, N-terminal domain
Manin05g008290.1	IPR012302	Malic enzyme, NAD-binding
Manin05g008290.1	IPR036291	NAD(P)-binding domain superfamily
Manin05g008290.2	IPR012301	Malic enzyme, N-terminal domain
Manin05g008290.2	IPR012302	Malic enzyme, NAD-binding
Manin05g008290.2	IPR036291	NAD(P)-binding domain superfamily
Manin05g008290.3	IPR012301	Malic enzyme, N-terminal domain
Manin05g008290.3	IPR012302	Malic enzyme, NAD-binding
Manin05g008290.3	IPR036291	NAD(P)-binding domain superfamily
Manin05g008300.1	IPR032001	SAWADEE domain
Manin05g008310.1	IPR000719	Protein kinase domain
Manin05g008310.1	IPR011009	Protein kinase-like domain superfamily
Manin05g008320.1	IPR019587	Polyketide cyclase/dehydrase
Manin05g008330.1	IPR019587	Polyketide cyclase/dehydrase
Manin05g008340.1	IPR022742	Serine aminopeptidase, S33
Manin05g008340.1	IPR029058	Alpha/Beta hydrolase fold
Manin05g008350.1	IPR012876	Protein of unknown function DUF1677, plant
Manin05g008360.1	IPR000719	Protein kinase domain
Manin05g008360.1	IPR001611	Leucine-rich repeat
Manin05g008360.1	IPR011009	Protein kinase-like domain superfamily
Manin05g008360.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin05g008370.1	IPR001356	Homeobox domain
Manin05g008370.1	IPR002913	START domain
Manin05g008370.1	IPR009057	Homeobox-like domain superfamily
Manin05g008370.1	IPR013978	MEKHLA
Manin05g008380.1	IPR036249	Thioredoxin-like superfamily
Manin05g008390.1	IPR000679	Zinc finger, GATA-type
Manin05g008410.1	IPR001841	Zinc finger, RING-type
Manin05g008410.1	IPR007527	Zinc finger, SWIM-type
Manin05g008420.1	IPR000408	Regulator of chromosome condensation, RCC1
Manin05g008420.1	IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Manin05g008430.1	IPR011502	Nucleoporin Nup85-like
Manin05g008440.1	IPR014770	Munc13 homology 1
Manin05g008440.1	IPR014772	Mammalian uncoordinated homology 13, domain 2
Manin05g008450.1	IPR002876	Transcriptional regulator TACO1-like
Manin05g008450.1	IPR029072	YebC-like
Manin05g008460.1	IPR001471	AP2/ERF domain
Manin05g008460.1	IPR016177	DNA-binding domain superfamily
Manin05g008480.1	IPR040911	Exostosin, GT47 domain
Manin05g008500.1	IPR004294	Carotenoid oxygenase
Manin05g008510.1	IPR001841	Zinc finger, RING-type
Manin05g008520.1	IPR001680	WD40 repeat
Manin05g008520.1	IPR036322	WD40-repeat-containing domain superfamily
Manin05g008530.1	IPR000425	Major intrinsic protein
Manin05g008530.1	IPR023271	Aquaporin-like
Manin05g008540.1	IPR004360	Glyoxalase/fosfomycin resistance/dioxygenase domain
Manin05g008540.1	IPR004361	Glyoxalase I
Manin05g008540.1	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
Manin05g008540.1	IPR037523	Vicinal oxygen chelate (VOC) domain
Manin05g008550.1	IPR008546	Domain of unknown function DUF828
Manin05g008550.1	IPR013666	Pleckstrin-like, plant
Manin05g008560.1	IPR011009	Protein kinase-like domain superfamily
Manin05g008560.1	IPR015016	Splicing factor 3B subunit 1
Manin05g008560.1	IPR016024	Armadillo-type fold
Manin05g008560.1	IPR021133	HEAT, type 2
Manin05g008570.1	IPR000109	Proton-dependent oligopeptide transporter family
Manin05g008570.1	IPR036259	MFS transporter superfamily
Manin05g008580.1	IPR025893	Tocopherol cyclase
Manin05g008590.1	IPR005027	Glycosyl transferase, family 43
Manin05g008590.1	IPR029044	Nucleotide-diphospho-sugar transferases
Manin05g008590.2	IPR005027	Glycosyl transferase, family 43
Manin05g008590.2	IPR029044	Nucleotide-diphospho-sugar transferases
Manin05g008600.1	IPR002372	Pyrrolo-quinoline quinone repeat
Manin05g008600.1	IPR006094	FAD linked oxidase, N-terminal
Manin05g008600.1	IPR007173	D-arabinono-1,4-lactone oxidase
Manin05g008600.1	IPR010030	L-gulonolactone oxidase, plant
Manin05g008600.1	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
Manin05g008600.1	IPR011678	ER membrane protein complex subunit 1, C-terminal
Manin05g008600.1	IPR016166	FAD-binding domain, PCMH-type
Manin05g008600.1	IPR036318	FAD-binding, type PCMH-like superfamily
Manin05g008620.1	IPR005172	CRC domain
Manin05g008630.1	IPR000073	Alpha/beta hydrolase fold-1
Manin05g008630.1	IPR029058	Alpha/Beta hydrolase fold
Manin05g008660.1	IPR002014	VHS domain
Manin05g008660.1	IPR004152	GAT domain
Manin05g008660.1	IPR008942	ENTH/VHS
Manin05g008670.1	IPR001544	Aminotransferase class IV
Manin05g008670.1	IPR036038	Aminotransferase-like, PLP-dependent enzymes
Manin05g008690.1	IPR000717	Proteasome component (PCI) domain
Manin05g008690.1	IPR019382	Translation initiation factor 3 complex subunit L
Manin05g008710.1	IPR004839	Aminotransferase, class I/classII
Manin05g008710.1	IPR015424	Pyridoxal phosphate-dependent transferase
Manin05g008720.1	IPR004839	Aminotransferase, class I/classII
Manin05g008720.1	IPR015424	Pyridoxal phosphate-dependent transferase
Manin05g008720.2	IPR004839	Aminotransferase, class I/classII
Manin05g008720.2	IPR015424	Pyridoxal phosphate-dependent transferase
Manin05g008730.1	IPR001005	SANT/Myb domain
Manin05g008730.1	IPR009057	Homeobox-like domain superfamily
Manin05g008730.1	IPR017930	Myb domain
Manin05g008740.1	IPR000504	RNA recognition motif domain
Manin05g008740.1	IPR035979	RNA-binding domain superfamily
Manin05g008770.1	IPR000504	RNA recognition motif domain
Manin05g008770.1	IPR006630	La-type HTH domain
Manin05g008770.1	IPR014886	La protein, xRRM domain
Manin05g008770.1	IPR035979	RNA-binding domain superfamily
Manin05g008770.1	IPR036390	Winged helix DNA-binding domain superfamily
Manin05g008770.2	IPR000504	RNA recognition motif domain
Manin05g008770.2	IPR006630	La-type HTH domain
Manin05g008770.2	IPR014886	La protein, xRRM domain
Manin05g008770.2	IPR035979	RNA-binding domain superfamily
Manin05g008770.2	IPR036390	Winged helix DNA-binding domain superfamily
Manin05g008780.1	IPR008532	NFACT, RNA-binding domain
Manin05g008780.2	IPR008532	NFACT, RNA-binding domain
Manin05g008780.3	IPR008532	NFACT, RNA-binding domain
Manin05g008790.1	IPR002781	Transmembrane protein TauE-like
Manin05g008790.2	IPR002781	Transmembrane protein TauE-like
Manin05g008800.1	IPR002885	Pentatricopeptide repeat
Manin05g008800.2	IPR002885	Pentatricopeptide repeat
Manin05g008810.1	IPR000719	Protein kinase domain
Manin05g008810.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin05g008810.1	IPR011009	Protein kinase-like domain superfamily
Manin05g008820.1	IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal
Manin05g008820.1	IPR015151	Beta-adaptin appendage, C-terminal subdomain
Manin05g008820.1	IPR016024	Armadillo-type fold
Manin05g008830.1	IPR006073	GTP binding domain
Manin05g008830.1	IPR019987	GTP-binding protein, ribosome biogenesis, YsxC
Manin05g008830.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin05g008830.1	IPR030393	EngB-type guanine nucleotide-binding (G) domain
Manin05g008830.2	IPR006073	GTP binding domain
Manin05g008830.2	IPR019987	GTP-binding protein, ribosome biogenesis, YsxC
Manin05g008830.2	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin05g008830.2	IPR030393	EngB-type guanine nucleotide-binding (G) domain
Manin05g008840.1	IPR001569	Ribosomal protein L37e
Manin05g008840.1	IPR011332	Zinc-binding ribosomal protein
Manin05g008850.1	IPR020946	Flavin monooxygenase-like
Manin05g008850.1	IPR036188	FAD/NAD(P)-binding domain superfamily
Manin05g008860.1	IPR004873	BURP domain
Manin05g008870.1	IPR004873	BURP domain
Manin05g008880.1	IPR001098	DNA-directed DNA polymerase, family A, palm domain
Manin05g008880.1	IPR001650	Helicase, C-terminal
Manin05g008880.1	IPR011545	DEAD/DEAH box helicase domain
Manin05g008880.1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Manin05g008880.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin05g008880.1	IPR043502	DNA/RNA polymerase superfamily
Manin05g008890.1	IPR001025	Bromo adjacent homology (BAH) domain
Manin05g008890.2	IPR001025	Bromo adjacent homology (BAH) domain
Manin05g008900.1	IPR006867	Domain of unknown function DUF632
Manin05g008900.1	IPR006868	Domain of unknown function DUF630
Manin05g008910.1	IPR001486	Truncated hemoglobin
Manin05g008910.1	IPR009050	Globin-like superfamily
Manin05g008920.1	IPR000719	Protein kinase domain
Manin05g008920.1	IPR011009	Protein kinase-like domain superfamily
Manin05g008930.1	IPR002885	Pentatricopeptide repeat
Manin05g008930.1	IPR032867	DYW domain
Manin05g008940.1	IPR002885	Pentatricopeptide repeat
Manin05g008940.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin05g008980.1	IPR000595	Cyclic nucleotide-binding domain
Manin05g008980.1	IPR005821	Ion transport domain
Manin05g008980.1	IPR013099	Potassium channel domain
Manin05g008980.1	IPR018490	Cyclic nucleotide-binding-like
Manin05g008980.1	IPR021789	KHA domain
Manin05g009000.1	IPR007650	Zf-FLZ domain
Manin05g009000.2	IPR007650	Zf-FLZ domain
Manin05g009010.1	IPR032867	DYW domain
Manin05g009020.2	IPR001841	Zinc finger, RING-type
Manin05g009020.2	IPR008913	Zinc finger, CHY-type
Manin05g009020.2	IPR017921	Zinc finger, CTCHY-type
Manin05g009020.2	IPR037274	Zinc finger, CHY-type superfamily
Manin05g009020.2	IPR037275	Zinc finger, CTCHY-type superfamily
Manin05g009020.2	IPR039512	RCHY1, zinc-ribbon
Manin05g009020.3	IPR001841	Zinc finger, RING-type
Manin05g009020.3	IPR008913	Zinc finger, CHY-type
Manin05g009020.3	IPR017921	Zinc finger, CTCHY-type
Manin05g009020.3	IPR037274	Zinc finger, CHY-type superfamily
Manin05g009020.3	IPR037275	Zinc finger, CTCHY-type superfamily
Manin05g009020.3	IPR039512	RCHY1, zinc-ribbon
Manin05g009030.1	IPR001611	Leucine-rich repeat
Manin05g009030.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin05g009040.1	IPR007527	Zinc finger, SWIM-type
Manin05g009050.1	IPR031563	Molybdate transporter 1/2
Manin05g009080.1	IPR019542	Enhancer of polycomb-like, N-terminal
Manin05g009090.1	IPR000727	Target SNARE coiled-coil homology domain
Manin05g009090.1	IPR010989	SNARE
Manin05g009090.1	IPR021538	Syntaxin-5, N-terminal, Sly1p-binding domain
Manin05g009110.1	IPR007452	Translocation and assembly module TamB
Manin05g009130.1	IPR001623	DnaJ domain
Manin05g009130.1	IPR002939	Chaperone DnaJ, C-terminal
Manin05g009130.1	IPR008971	HSP40/DnaJ peptide-binding
Manin05g009130.1	IPR036869	Chaperone J-domain superfamily
Manin05g009140.1	IPR003618	Transcription elongation factor S-II, central domain
Manin05g009140.1	IPR012921	Spen paralogue and orthologue SPOC, C-terminal
Manin05g009140.1	IPR036575	Transcription elongation factor S-II, central domain superfamily
Manin05g009140.2	IPR003618	Transcription elongation factor S-II, central domain
Manin05g009140.2	IPR012921	Spen paralogue and orthologue SPOC, C-terminal
